CustomerID,ItemID,Quantity,PurchaseDate,ItemName,ItemCategory,ItemSubcategory,UnitPrice,TotalPrice,PreferredItem,CustomerSegment,EmployeeID
Cust0402,Item0036,1,2023-09-23,Face Wash,Product,Skincare,27.26,27.26,Conditioner (Moisturizing),Regular,
Cust0429,Item0004,1,2023-04-17,Hair Coloring (Full),Service,Coloring,121.19,121.19,Relaxer,New,Emp02
Cust0495,Item0004,1,2023-04-03,Hair Coloring (Full),Service,Coloring,83.9,83.9,Hair Extensions (Removal),Occasional,Emp03
Cust0442,Item0006,1,2023-01-03,Highlights,Service,Coloring,178.73,178.73,Waxing (Bikini),Regular,Emp10
Cust0285,Item0011,1,2023-03-04,Hair Styling (Blowout),Service,Styling,129.96,129.96,Relaxer,Occasional,Emp06
Cust0021,Item0007,1,2023-12-01,Balayage,Service,Coloring,134.81,134.81,Hair Styling (Updo),Regular,Emp07
Cust0083,Item0009,1,2023-01-18,Hair Treatment (Keratin),Service,Treatment,51.88,51.88,Makeup Application,Occasional,Emp06
Cust0044,Item0037,2,2023-07-06,Moisturizer,Product,Skincare,41.9,83.8,Moisturizer,Occasional,
Cust0495,Item0014,1,2023-12-03,Hair Extensions (Installation),Service,Styling,49.0,49.0,Hair Extensions (Removal),Occasional,Emp02
Cust0001,Item0002,1,2023-09-23,Haircut (Men's),Service,Haircut,28.23,28.23,Hair Extensions (Removal),Occasional,Emp09
Cust0464,Item0038,2,2023-03-13,Sunscreen,Product,Skincare,33.32,66.64,Face Wash,Regular,
Cust0296,Item0011,1,2023-09-25,Hair Styling (Blowout),Service,Styling,78.25,78.25,Hair Styling (Blowout),Regular,Emp09
Cust0467,Item0032,3,2023-10-03,Dry Shampoo,Product,Shampoo,13.05,39.150000000000006,Moisturizer,Occasional,
Cust0262,Item0004,1,2023-12-06,Hair Coloring (Full),Service,Coloring,158.21,158.21,Waxing (Bikini),Occasional,Emp08
Cust0420,Item0002,1,2023-04-07,Haircut (Men's),Service,Haircut,71.71,71.71,Balayage,Regular,Emp02
Cust0073,Item0007,1,2023-03-10,Balayage,Service,Coloring,143.43,143.43,Balayage,Regular,Emp02
Cust0309,Item0019,1,2023-07-03,Waxing (Legs),Service,Waxing,10.17,10.17,Hair Extensions (Removal),Regular,Emp05
Cust0143,Item0020,1,2023-08-05,Waxing (Bikini),Service,Waxing,22.46,22.46,Waxing (Eyebrows),Occasional,Emp09
Cust0039,Item0009,1,2023-07-15,Hair Treatment (Keratin),Service,Treatment,38.94,38.94,Relaxer,New,Emp07
Cust0333,Item0033,2,2023-02-12,Heat Protectant Spray,Product,Styling Products,20.55,41.1,Shampoo (Volume),New,
Cust0484,Item0014,1,2023-12-22,Hair Extensions (Installation),Service,Styling,50.05,50.05,Haircut (Women's),New,Emp01
Cust0074,Item0003,1,2023-11-19,Haircut (Children's),Service,Haircut,72.14,72.14,Waxing (Bikini),Occasional,Emp01
Cust0376,Item0007,1,2023-07-10,Balayage,Service,Coloring,190.1,190.1,Relaxer,Regular,Emp06
Cust0289,Item0017,1,2023-11-06,Facial,Service,Facial,132.33,132.33,Perm,Regular,Emp01
Cust0084,Item0005,1,2023-06-11,Hair Coloring (Roots),Service,Coloring,93.16,93.16,Haircut (Men's),Regular,Emp01
Cust0404,Item0001,1,2023-11-06,Haircut (Women's),Service,Haircut,66.73,66.73,Makeup Application,Occasional,Emp10
Cust0127,Item0004,1,2023-09-30,Hair Coloring (Full),Service,Coloring,80.05,80.05,Highlights,Occasional,Emp03
Cust0057,Item0014,1,2023-02-03,Hair Extensions (Installation),Service,Styling,146.69,146.69,Highlights,Occasional,Emp05
Cust0169,Item0012,1,2023-06-20,Perm,Service,Styling,94.41,94.41,Haircut (Women's),Occasional,Emp05
Cust0399,Item0008,1,2023-05-21,Hair Treatment (Deep Conditioning),Service,Treatment,59.79,59.79,Hair Extensions (Removal),Occasional,Emp10
Cust0006,Item0008,1,2023-07-13,Hair Treatment (Deep Conditioning),Service,Treatment,48.95,48.95,Perm,Regular,Emp03
Cust0488,Item0004,1,2023-03-31,Hair Coloring (Full),Service,Coloring,149.96,149.96,Haircut (Children's),Regular,Emp09
Cust0270,Item0030,3,2023-09-08,Styling Gel,Product,Styling,39.26,117.78,Face Wash,Regular,
Cust0049,Item0019,1,2023-05-25,Waxing (Legs),Service,Waxing,40.87,40.87,Haircut (Women's),New,Emp08
Cust0283,Item0004,1,2023-01-25,Hair Coloring (Full),Service,Coloring,137.8,137.8,Hair Styling (Blowout),Occasional,Emp09
Cust0088,Item0013,1,2023-04-03,Relaxer,Service,Styling,118.36,118.36,Makeup Application,Regular,Emp08
Cust0177,Item0038,3,2023-11-01,Sunscreen,Product,Skincare,32.67,98.01,Shampoo (Color-Safe),Regular,
Cust0452,Item0036,3,2023-03-07,Face Wash,Product,Skincare,32.86,98.58,Styling Gel,Occasional,
Cust0133,Item0017,1,2023-03-21,Facial,Service,Facial,84.48,84.48,Makeup Application,Occasional,Emp06
Cust0337,Item0013,1,2023-10-18,Relaxer,Service,Styling,113.55,113.55,Hair Extensions (Installation),New,Emp08
Cust0377,Item0012,1,2023-12-29,Perm,Service,Styling,58.73,58.73,Hair Extensions (Installation),Occasional,Emp01
Cust0399,Item0020,1,2023-08-03,Waxing (Bikini),Service,Waxing,52.08,52.08,Hair Extensions (Removal),Occasional,Emp04
Cust0362,Item0015,1,2023-07-01,Hair Extensions (Removal),Service,Styling,55.39,55.39,Balayage,Occasional,Emp01
Cust0409,Item0010,1,2023-05-22,Hair Styling (Updo),Service,Styling,134.51,134.51,Haircut (Women's),New,Emp03
Cust0488,Item0008,1,2023-06-06,Hair Treatment (Deep Conditioning),Service,Treatment,37.1,37.1,Haircut (Children's),Regular,Emp10
Cust0326,Item0030,2,2023-06-10,Styling Gel,Product,Styling,14.63,29.26,Hair Spray,New,
Cust0433,Item0003,1,2023-02-09,Haircut (Children's),Service,Haircut,50.14,50.14,Highlights,Occasional,Emp04
Cust0374,Item0003,1,2023-03-26,Haircut (Children's),Service,Haircut,49.36,49.36,Waxing (Legs),Regular,Emp01
Cust0295,Item0010,1,2023-10-11,Hair Styling (Updo),Service,Styling,107.64,107.64,Haircut (Men's),New,Emp02
Cust0476,Item0001,1,2023-08-06,Haircut (Women's),Service,Haircut,46.92,46.92,Hair Styling (Updo),Regular,Emp02
Cust0347,Item0005,1,2023-09-03,Hair Coloring (Roots),Service,Coloring,67.66,67.66,Hair Treatment (Keratin),Regular,Emp03
Cust0255,Item0018,1,2023-12-24,Waxing (Eyebrows),Service,Waxing,55.81,55.81,Hair Treatment (Keratin),Occasional,Emp06
Cust0064,Item0020,1,2023-04-08,Waxing (Bikini),Service,Waxing,36.45,36.45,Waxing (Bikini),Regular,Emp01
Cust0467,Item0021,3,2023-08-06,Shampoo (Volume),Product,Shampoo,29.1,87.30000000000001,Moisturizer,Occasional,
Cust0360,Item0012,1,2023-05-06,Perm,Service,Styling,79.96,79.96,Hair Treatment (Keratin),Regular,Emp02
Cust0379,Item0017,1,2023-12-17,Facial,Service,Facial,117.94,117.94,Relaxer,Occasional,Emp09
Cust0312,Item0015,1,2023-03-28,Hair Extensions (Removal),Service,Styling,68.42,68.42,Hair Extensions (Removal),Occasional,Emp07
Cust0346,Item0037,1,2023-03-31,Moisturizer,Product,Skincare,39.98,39.98,Styling Mousse,New,
Cust0039,Item0005,1,2023-09-21,Hair Coloring (Roots),Service,Coloring,97.69,97.69,Relaxer,New,Emp01
Cust0181,Item0034,2,2023-07-14,Texturizing Spray,Product,Styling Products,21.91,43.82,Dry Shampoo,Occasional,
Cust0088,Item0004,1,2023-06-23,Hair Coloring (Full),Service,Coloring,111.26,111.26,Makeup Application,Regular,Emp08
Cust0468,Item0018,1,2023-03-02,Waxing (Eyebrows),Service,Waxing,20.74,20.74,Balayage,New,Emp05
Cust0149,Item0010,1,2023-05-16,Hair Styling (Updo),Service,Styling,124.96,124.96,Hair Styling (Updo),Occasional,Emp03
Cust0110,Item0019,1,2023-07-21,Waxing (Legs),Service,Waxing,24.88,24.88,Hair Treatment (Keratin),Occasional,Emp10
Cust0112,Item0037,1,2023-08-26,Moisturizer,Product,Skincare,63.06,63.06,Texturizing Spray,Regular,
Cust0457,Item0016,1,2023-01-30,Makeup Application,Service,Makeup,101.23,101.23,Hair Coloring (Roots),Regular,Emp01
Cust0183,Item0015,1,2023-06-18,Hair Extensions (Removal),Service,Styling,133.85,133.85,Hair Extensions (Removal),Regular,Emp07
Cust0153,Item0001,1,2023-06-29,Haircut (Women's),Service,Haircut,37.75,37.75,Waxing (Legs),Occasional,Emp10
Cust0456,Item0033,2,2023-01-05,Heat Protectant Spray,Product,Styling Products,40.0,80.0,Shampoo (Volume),Regular,
Cust0052,Item0007,1,2023-02-13,Balayage,Service,Coloring,178.17,178.17,Waxing (Eyebrows),Occasional,Emp06
Cust0271,Item0005,1,2023-07-30,Hair Coloring (Roots),Service,Coloring,76.67,76.67,Haircut (Women's),Regular,Emp03
Cust0064,Item0021,1,2023-12-03,Shampoo (Volume),Product,Shampoo,27.42,27.42,Texturizing Spray,Regular,
Cust0129,Item0013,1,2023-07-11,Relaxer,Service,Styling,117.26,117.26,Haircut (Women's),Occasional,Emp03
Cust0154,Item0006,1,2023-10-02,Highlights,Service,Coloring,197.2,197.2,Hair Styling (Blowout),Regular,Emp03
Cust0416,Item0015,1,2023-12-03,Hair Extensions (Removal),Service,Styling,90.54,90.54,Perm,Regular,Emp04
Cust0430,Item0005,1,2023-07-01,Hair Coloring (Roots),Service,Coloring,96.39,96.39,Hair Styling (Updo),Occasional,Emp04
Cust0383,Item0012,1,2023-12-30,Perm,Service,Styling,133.21,133.21,Hair Styling (Blowout),Regular,Emp07
Cust0102,Item0010,1,2023-01-21,Hair Styling (Updo),Service,Styling,106.33,106.33,Balayage,Occasional,Emp10
Cust0069,Item0011,1,2023-01-17,Hair Styling (Blowout),Service,Styling,44.03,44.03,Hair Extensions (Installation),Regular,Emp04
Cust0083,Item0016,1,2023-12-07,Makeup Application,Service,Makeup,66.2,66.2,Makeup Application,Occasional,Emp02
Cust0137,Item0016,1,2023-10-09,Makeup Application,Service,Makeup,85.74,85.74,Hair Treatment (Keratin),New,Emp09
Cust0254,Item0025,2,2023-07-24,Conditioner (Moisturizing),Product,Conditioner,10.91,21.82,Dry Shampoo,Occasional,
Cust0257,Item0033,1,2023-02-26,Heat Protectant Spray,Product,Styling Products,20.86,20.86,Heat Protectant Spray,Regular,
Cust0491,Item0001,1,2023-03-06,Haircut (Women's),Service,Haircut,51.79,51.79,Hair Styling (Blowout),Regular,Emp01
Cust0080,Item0001,1,2023-12-17,Haircut (Women's),Service,Haircut,45.28,45.28,Facial,Regular,Emp07
Cust0122,Item0011,1,2023-08-08,Hair Styling (Blowout),Service,Styling,136.12,136.12,Waxing (Bikini),New,Emp03
Cust0500,Item0001,1,2023-08-11,Haircut (Women's),Service,Haircut,24.12,24.12,Waxing (Bikini),New,Emp01
Cust0246,Item0016,1,2023-02-12,Makeup Application,Service,Makeup,64.07,64.07,Hair Extensions (Installation),Regular,Emp01
Cust0390,Item0020,1,2023-03-20,Waxing (Bikini),Service,Waxing,51.27,51.27,Waxing (Bikini),Occasional,Emp08
Cust0374,Item0008,1,2023-05-24,Hair Treatment (Deep Conditioning),Service,Treatment,66.48,66.48,Waxing (Legs),Regular,Emp04
Cust0393,Item0009,1,2023-12-25,Hair Treatment (Keratin),Service,Treatment,72.06,72.06,Waxing (Eyebrows),Regular,Emp01
Cust0127,Item0014,1,2023-04-12,Hair Extensions (Installation),Service,Styling,60.04,60.04,Highlights,Occasional,Emp03
Cust0243,Item0024,3,2023-09-15,Conditioner (Volume),Product,Conditioner,38.09,114.27000000000001,Shampoo (Moisturizing),Regular,
Cust0313,Item0019,1,2023-11-19,Waxing (Legs),Service,Waxing,35.65,35.65,Hair Coloring (Roots),Regular,Emp05
Cust0325,Item0004,1,2023-03-09,Hair Coloring (Full),Service,Coloring,130.84,130.84,Haircut (Children's),Occasional,Emp03
Cust0206,Item0007,1,2023-03-16,Balayage,Service,Coloring,184.55,184.55,Hair Treatment (Keratin),Regular,Emp07
Cust0219,Item0007,1,2023-02-16,Balayage,Service,Coloring,173.69,173.69,Haircut (Men's),Occasional,Emp07
Cust0443,Item0014,1,2023-09-26,Hair Extensions (Installation),Service,Styling,101.25,101.25,Waxing (Legs),Regular,Emp03
Cust0157,Item0028,1,2023-06-22,Hair Serum,Product,Treatment Products,34.11,34.11,Shampoo (Color-Safe),New,
Cust0219,Item0017,1,2023-08-07,Facial,Service,Facial,83.93,83.93,Haircut (Men's),Occasional,Emp05
Cust0330,Item0004,1,2023-05-18,Hair Coloring (Full),Service,Coloring,136.06,136.06,Hair Extensions (Removal),Regular,Emp10
Cust0187,Item0012,1,2023-12-31,Perm,Service,Styling,61.59,61.59,Facial,Regular,Emp08
Cust0215,Item0002,1,2023-04-04,Haircut (Men's),Service,Haircut,37.11,37.11,Haircut (Men's),Regular,Emp06
Cust0021,Item0011,1,2023-04-19,Hair Styling (Blowout),Service,Styling,101.03,101.03,Hair Styling (Updo),Regular,Emp04
Cust0147,Item0020,1,2023-02-21,Waxing (Bikini),Service,Waxing,19.2,19.2,Hair Extensions (Removal),New,Emp08
Cust0221,Item0016,1,2023-07-06,Makeup Application,Service,Makeup,97.9,97.9,Haircut (Women's),Occasional,Emp05
Cust0172,Item0004,1,2023-12-09,Hair Coloring (Full),Service,Coloring,103.88,103.88,Haircut (Women's),Regular,Emp01
Cust0007,Item0005,1,2023-06-19,Hair Coloring (Roots),Service,Coloring,77.11,77.11,Hair Treatment (Deep Conditioning),Occasional,Emp06
Cust0185,Item0032,3,2023-10-29,Dry Shampoo,Product,Shampoo,30.75,92.25,Toner,Regular,
Cust0271,Item0008,1,2023-11-29,Hair Treatment (Deep Conditioning),Service,Treatment,58.6,58.6,Haircut (Women's),Regular,Emp08
Cust0142,Item0013,1,2023-02-14,Relaxer,Service,Styling,131.49,131.49,Haircut (Men's),Regular,Emp02
Cust0455,Item0020,1,2023-03-03,Waxing (Bikini),Service,Waxing,20.64,20.64,Hair Coloring (Roots),Regular,Emp05
Cust0022,Item0007,1,2023-04-09,Balayage,Service,Coloring,105.84,105.84,Hair Styling (Blowout),Regular,Emp05
Cust0361,Item0004,1,2023-02-08,Hair Coloring (Full),Service,Coloring,91.7,91.7,Perm,Occasional,Emp07
Cust0483,Item0011,1,2023-06-04,Hair Styling (Blowout),Service,Styling,129.34,129.34,Waxing (Bikini),Regular,Emp10
Cust0372,Item0007,1,2023-10-01,Balayage,Service,Coloring,169.79,169.79,Haircut (Children's),Regular,Emp06
Cust0370,Item0005,1,2023-04-09,Hair Coloring (Roots),Service,Coloring,67.0,67.0,Hair Coloring (Full),New,Emp07
Cust0215,Item0009,1,2023-10-14,Hair Treatment (Keratin),Service,Treatment,65.83,65.83,Haircut (Men's),Regular,Emp08
Cust0500,Item0012,1,2023-08-18,Perm,Service,Styling,134.98,134.98,Waxing (Bikini),New,Emp05
Cust0323,Item0034,1,2023-09-05,Texturizing Spray,Product,Styling Products,25.69,25.69,Styling Mousse,Occasional,
Cust0215,Item0017,1,2023-01-12,Facial,Service,Facial,124.84,124.84,Haircut (Men's),Regular,Emp01
Cust0086,Item0005,1,2023-05-29,Hair Coloring (Roots),Service,Coloring,86.32,86.32,Waxing (Bikini),Regular,Emp07
Cust0024,Item0022,3,2023-04-08,Shampoo (Moisturizing),Product,Shampoo,18.38,55.14,Texturizing Spray,Regular,
Cust0380,Item0036,3,2023-09-30,Face Wash,Product,Skincare,35.98,107.94,Toner,Occasional,
Cust0446,Item0003,1,2023-03-26,Haircut (Children's),Service,Haircut,25.26,25.26,Highlights,Regular,Emp09
Cust0225,Item0033,3,2023-07-19,Heat Protectant Spray,Product,Styling Products,29.38,88.14,Hair Spray,New,
Cust0206,Item0007,1,2023-04-05,Balayage,Service,Coloring,163.92,163.92,Hair Treatment (Keratin),Regular,Emp08
Cust0002,Item0007,1,2023-10-31,Balayage,Service,Coloring,190.69,190.69,Hair Treatment (Keratin),Occasional,Emp04
Cust0357,Item0017,1,2023-08-22,Facial,Service,Facial,117.4,117.4,Hair Treatment (Keratin),Regular,Emp06
Cust0258,Item0037,2,2023-06-05,Moisturizer,Product,Skincare,36.86,73.72,Dry Shampoo,Occasional,
Cust0437,Item0009,1,2023-10-10,Hair Treatment (Keratin),Service,Treatment,95.25,95.25,Hair Treatment (Deep Conditioning),Regular,Emp05
Cust0061,Item0002,1,2023-10-01,Haircut (Men's),Service,Haircut,79.22,79.22,Relaxer,Regular,Emp05
Cust0122,Item0005,1,2023-05-23,Hair Coloring (Roots),Service,Coloring,91.43,91.43,Waxing (Bikini),New,Emp06
Cust0475,Item0002,1,2023-11-25,Haircut (Men's),Service,Haircut,68.82,68.82,Balayage,Occasional,Emp04
Cust0128,Item0027,3,2023-03-01,Hair Mask,Product,Treatment Products,25.46,76.38,Shampoo (Color-Safe),New,
Cust0001,Item0020,1,2023-07-08,Waxing (Bikini),Service,Waxing,40.23,40.23,Hair Extensions (Removal),Occasional,Emp05
Cust0167,Item0018,1,2023-05-16,Waxing (Eyebrows),Service,Waxing,22.85,22.85,Waxing (Legs),New,Emp06
Cust0370,Item0020,1,2023-05-31,Waxing (Bikini),Service,Waxing,28.8,28.8,Hair Coloring (Full),New,Emp02
Cust0167,Item0021,2,2023-04-23,Shampoo (Volume),Product,Shampoo,33.82,67.64,Face Wash,New,
Cust0375,Item0026,2,2023-01-09,Conditioner (Color-Safe),Product,Conditioner,17.86,35.72,Styling Gel,Occasional,
Cust0276,Item0019,1,2023-02-24,Waxing (Legs),Service,Waxing,55.3,55.3,Relaxer,Regular,Emp05
Cust0370,Item0033,3,2023-05-12,Heat Protectant Spray,Product,Styling Products,16.58,49.739999999999995,Moisturizer,New,
Cust0446,Item0020,1,2023-10-10,Waxing (Bikini),Service,Waxing,39.38,39.38,Highlights,Regular,Emp07
Cust0106,Item0028,2,2023-05-18,Hair Serum,Product,Treatment Products,43.43,86.86,Styling Mousse,New,
Cust0105,Item0013,1,2023-03-21,Relaxer,Service,Styling,43.19,43.19,Relaxer,Regular,Emp07
Cust0229,Item0014,1,2023-07-08,Hair Extensions (Installation),Service,Styling,44.06,44.06,Highlights,Occasional,Emp09
Cust0076,Item0023,2,2023-04-03,Shampoo (Color-Safe),Product,Shampoo,11.45,22.9,Moisturizer,Occasional,
Cust0236,Item0006,1,2023-04-07,Highlights,Service,Coloring,143.38,143.38,Perm,New,Emp09
Cust0292,Item0006,1,2023-11-28,Highlights,Service,Coloring,107.64,107.64,Makeup Application,Regular,Emp07
Cust0145,Item0006,1,2023-04-01,Highlights,Service,Coloring,91.9,91.9,Balayage,Occasional,Emp06
Cust0419,Item0020,1,2023-04-07,Waxing (Bikini),Service,Waxing,10.85,10.85,Hair Treatment (Deep Conditioning),Regular,Emp09
Cust0036,Item0014,1,2023-05-06,Hair Extensions (Installation),Service,Styling,139.65,139.65,Balayage,Occasional,Emp04
Cust0233,Item0033,1,2023-09-27,Heat Protectant Spray,Product,Styling Products,39.98,39.98,Face Wash,Regular,
Cust0071,Item0021,3,2023-02-21,Shampoo (Volume),Product,Shampoo,30.51,91.53,Shampoo (Volume),New,
Cust0194,Item0004,1,2023-01-07,Hair Coloring (Full),Service,Coloring,107.65,107.65,Haircut (Men's),Occasional,Emp05
Cust0391,Item0022,1,2023-05-08,Shampoo (Moisturizing),Product,Shampoo,12.86,12.86,Styling Gel,Regular,
Cust0395,Item0005,1,2023-11-18,Hair Coloring (Roots),Service,Coloring,71.9,71.9,Relaxer,Occasional,Emp09
Cust0308,Item0001,1,2023-02-24,Haircut (Women's),Service,Haircut,55.67,55.67,Haircut (Women's),Regular,Emp04
Cust0278,Item0031,3,2023-02-13,Styling Mousse,Product,Styling,36.54,109.62,Sunscreen,Regular,
Cust0104,Item0019,1,2023-08-16,Waxing (Legs),Service,Waxing,24.53,24.53,Relaxer,Regular,Emp05
Cust0418,Item0011,1,2023-09-03,Hair Styling (Blowout),Service,Styling,71.62,71.62,Makeup Application,Occasional,Emp09
Cust0080,Item0018,1,2023-12-21,Waxing (Eyebrows),Service,Waxing,42.53,42.53,Facial,Regular,Emp04
Cust0137,Item0004,1,2023-01-11,Hair Coloring (Full),Service,Coloring,114.58,114.58,Hair Treatment (Keratin),New,Emp06
Cust0423,Item0018,1,2023-06-01,Waxing (Eyebrows),Service,Waxing,46.81,46.81,Waxing (Bikini),Occasional,Emp09
Cust0053,Item0014,1,2023-03-14,Hair Extensions (Installation),Service,Styling,96.61,96.61,Haircut (Women's),New,Emp07
Cust0001,Item0021,1,2023-08-07,Shampoo (Volume),Product,Shampoo,25.5,25.5,Shampoo (Color-Safe),Occasional,
Cust0198,Item0010,1,2023-04-26,Hair Styling (Updo),Service,Styling,108.12,108.12,Hair Extensions (Installation),Regular,Emp03
Cust0472,Item0033,3,2023-02-27,Heat Protectant Spray,Product,Styling Products,43.17,129.51,Hair Serum,Regular,
Cust0252,Item0004,1,2023-04-25,Hair Coloring (Full),Service,Coloring,177.51,177.51,Hair Styling (Updo),New,Emp07
Cust0053,Item0030,2,2023-02-09,Styling Gel,Product,Styling,34.6,69.2,Conditioner (Moisturizing),New,
Cust0316,Item0012,1,2023-02-13,Perm,Service,Styling,90.36,90.36,Haircut (Women's),Occasional,Emp08
Cust0459,Item0005,1,2023-04-02,Hair Coloring (Roots),Service,Coloring,111.9,111.9,Highlights,Occasional,Emp04
Cust0220,Item0020,1,2023-04-03,Waxing (Bikini),Service,Waxing,18.53,18.53,Hair Treatment (Deep Conditioning),Regular,Emp07
Cust0348,Item0010,1,2023-11-16,Hair Styling (Updo),Service,Styling,140.19,140.19,Hair Styling (Updo),Regular,Emp07
Cust0419,Item0004,1,2023-05-19,Hair Coloring (Full),Service,Coloring,111.93,111.93,Hair Treatment (Deep Conditioning),Regular,Emp05
Cust0470,Item0012,1,2023-05-16,Perm,Service,Styling,125.26,125.26,Highlights,Regular,Emp09
Cust0416,Item0023,1,2023-03-18,Shampoo (Color-Safe),Product,Shampoo,24.71,24.71,Shampoo (Volume),Regular,
Cust0399,Item0011,1,2023-03-17,Hair Styling (Blowout),Service,Styling,109.86,109.86,Hair Extensions (Removal),Occasional,Emp06
Cust0200,Item0016,1,2023-02-04,Makeup Application,Service,Makeup,89.97,89.97,Perm,New,Emp04
Cust0058,Item0009,1,2023-03-16,Hair Treatment (Keratin),Service,Treatment,82.8,82.8,Waxing (Bikini),Regular,Emp03
Cust0047,Item0005,1,2023-04-04,Hair Coloring (Roots),Service,Coloring,77.7,77.7,Relaxer,New,Emp01
Cust0393,Item0011,1,2023-09-11,Hair Styling (Blowout),Service,Styling,97.01,97.01,Waxing (Eyebrows),Regular,Emp08
Cust0218,Item0014,1,2023-11-05,Hair Extensions (Installation),Service,Styling,52.23,52.23,Highlights,Regular,Emp08
Cust0407,Item0005,1,2023-12-01,Hair Coloring (Roots),Service,Coloring,142.93,142.93,Hair Treatment (Keratin),Regular,Emp06
Cust0472,Item0014,1,2023-10-09,Hair Extensions (Installation),Service,Styling,59.71,59.71,Hair Treatment (Keratin),Regular,Emp09
Cust0255,Item0016,1,2023-09-30,Makeup Application,Service,Makeup,55.0,55.0,Hair Treatment (Keratin),Occasional,Emp08
Cust0275,Item0033,1,2023-10-25,Heat Protectant Spray,Product,Styling Products,37.36,37.36,Hair Mask,New,
Cust0367,Item0019,1,2023-12-22,Waxing (Legs),Service,Waxing,33.14,33.14,Haircut (Men's),Occasional,Emp01
Cust0416,Item0023,1,2023-07-05,Shampoo (Color-Safe),Product,Shampoo,26.16,26.16,Shampoo (Volume),Regular,
Cust0002,Item0001,1,2023-07-05,Haircut (Women's),Service,Haircut,59.62,59.62,Hair Treatment (Keratin),Occasional,Emp09
Cust0286,Item0005,1,2023-02-26,Hair Coloring (Roots),Service,Coloring,152.76,152.76,Highlights,New,Emp10
Cust0031,Item0032,1,2023-05-31,Dry Shampoo,Product,Shampoo,28.94,28.94,Shampoo (Volume),Occasional,
Cust0236,Item0018,1,2023-08-04,Waxing (Eyebrows),Service,Waxing,13.7,13.7,Perm,New,Emp05
Cust0125,Item0008,1,2023-01-29,Hair Treatment (Deep Conditioning),Service,Treatment,39.64,39.64,Hair Styling (Updo),Occasional,Emp04
Cust0383,Item0005,1,2023-07-13,Hair Coloring (Roots),Service,Coloring,134.03,134.03,Hair Styling (Blowout),Regular,Emp03
Cust0376,Item0014,1,2023-07-10,Hair Extensions (Installation),Service,Styling,60.63,60.63,Relaxer,Regular,Emp07
Cust0028,Item0039,1,2023-09-02,Toner,Product,Skincare,48.46,48.46,Heat Protectant Spray,Regular,
Cust0429,Item0006,1,2023-01-16,Highlights,Service,Coloring,180.38,180.38,Relaxer,New,Emp10
Cust0076,Item0003,1,2023-05-06,Haircut (Children's),Service,Haircut,73.92,73.92,Hair Styling (Updo),Occasional,Emp09
Cust0040,Item0014,1,2023-03-18,Hair Extensions (Installation),Service,Styling,90.83,90.83,Highlights,Occasional,Emp04
Cust0392,Item0005,1,2023-09-28,Hair Coloring (Roots),Service,Coloring,189.67,189.67,Hair Treatment (Keratin),New,Emp05
Cust0358,Item0036,2,2023-06-22,Face Wash,Product,Skincare,56.28,112.56,Shampoo (Volume),Occasional,
Cust0228,Item0021,2,2023-02-26,Shampoo (Volume),Product,Shampoo,25.87,51.74,Moisturizer,New,
Cust0080,Item0002,1,2023-11-06,Haircut (Men's),Service,Haircut,74.95,74.95,Facial,Regular,Emp05
Cust0385,Item0006,1,2023-01-06,Highlights,Service,Coloring,96.78,96.78,Hair Coloring (Full),Regular,Emp04
Cust0203,Item0035,3,2023-12-31,Makeup Remover,Product,Makeup,23.15,69.44999999999999,Hair Mask,Occasional,
Cust0425,Item0019,1,2023-09-14,Waxing (Legs),Service,Waxing,14.94,14.94,Balayage,Regular,Emp07
Cust0157,Item0034,1,2023-05-20,Texturizing Spray,Product,Styling Products,22.98,22.98,Shampoo (Color-Safe),New,
Cust0499,Item0013,1,2023-03-06,Relaxer,Service,Styling,141.86,141.86,Waxing (Bikini),Regular,Emp10
Cust0381,Item0020,1,2023-01-29,Waxing (Bikini),Service,Waxing,31.27,31.27,Balayage,Regular,Emp06
Cust0113,Item0018,1,2023-11-06,Waxing (Eyebrows),Service,Waxing,48.03,48.03,Waxing (Eyebrows),Regular,Emp09
Cust0431,Item0015,1,2023-09-02,Hair Extensions (Removal),Service,Styling,57.59,57.59,Hair Treatment (Keratin),Regular,Emp01
Cust0161,Item0013,1,2023-07-14,Relaxer,Service,Styling,149.44,149.44,Hair Extensions (Installation),Occasional,Emp06
Cust0085,Item0012,1,2023-11-28,Perm,Service,Styling,148.02,148.02,Facial,Occasional,Emp01
Cust0218,Item0004,1,2023-02-23,Hair Coloring (Full),Service,Coloring,74.67,74.67,Highlights,Regular,Emp05
Cust0040,Item0011,1,2023-01-15,Hair Styling (Blowout),Service,Styling,60.04,60.04,Highlights,Occasional,Emp06
Cust0123,Item0018,1,2023-02-24,Waxing (Eyebrows),Service,Waxing,20.88,20.88,Relaxer,Regular,Emp01
Cust0034,Item0001,1,2023-06-08,Haircut (Women's),Service,Haircut,21.78,21.78,Waxing (Eyebrows),New,Emp06
Cust0097,Item0002,1,2023-05-04,Haircut (Men's),Service,Haircut,51.69,51.69,Waxing (Eyebrows),Occasional,Emp01
Cust0138,Item0019,1,2023-10-17,Waxing (Legs),Service,Waxing,27.09,27.09,Perm,Regular,Emp10
Cust0023,Item0016,1,2023-01-24,Makeup Application,Service,Makeup,80.41,80.41,Hair Styling (Updo),Regular,Emp03
Cust0025,Item0010,1,2023-01-05,Hair Styling (Updo),Service,Styling,99.0,99.0,Waxing (Eyebrows),Occasional,Emp09
